name,artist,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,artists+name
Wish I Knew,'Tuka',2020,0.0027,0.708,175.347,0.7290000000000001,1,0.000241,1,0.0772,-5.447,1,8,0.0377,121.981,0.435,'Tuka'Wish I Knew
Five,'Niko Metta',2020,0.007109999999999998,0.645,144.526,0.779,0,0.48,2,0.239,-8.349,1,0,0.0625,127.9,0.191,'Niko Metta'Five
Move My Body - Club Mix,'Left Ear Right',2020,0.0287,0.809,349.44,0.7879999999999999,0,0.35200000000000004,0,0.0598,-9.609,0,0,0.0594,125.012,0.745,'Left Ear Right'Move My Body - Club Mix
Diadem,'Teri Berka',2020,0.00391,0.7979999999999999,483.838,0.7509999999999999,0,0.86,0,0.119,-7.151,1,0,0.0433,127.993,0.469,'Teri Berka'Diadem
What's Your Love,'V.Danilov',2020,0.00703,0.741,366.0,0.6509999999999999,0,0.877,7,0.103,-10.968,1,0,0.0505,119.992,0.227,'V.Danilov'What's Your Love
Wannabe,'Spice Girls',2020,0.101,0.768,173.027,0.8640000000000001,0,0.0,11,0.162,-6.149,1,10,0.0324,110.009,0.8909999999999999,'Spice Girls'Wannabe
Break Free - Radio Edit,'Stephan F',2020,0.0117,0.7929999999999999,166.672,0.907,0,0.005379999999999999,8,0.18600000000000005,-4.442,1,1,0.0761,125.966,0.535,'Stephan F'Break Free - Radio Edit
Caution,'Always Friday',2020,0.1,0.4370000000000001,222.64,0.857,0,0.0104,7,0.0822,-5.09,1,0,0.044,177.96599999999995,0.552,'Always Friday'Caution
Never Go Away - Radio Edit,'Stephan F',2020,0.000584,0.642,209.529,0.848,0,0.0,8,0.125,-4.439,1,0,0.108,126.061,0.7,'Stephan F'Never Go Away - Radio Edit
Caramello - Danny Jay Remix,'Banju',2020,0.000256,0.792,459.43,0.763,0,0.857,6,0.121,-8.98,0,1,0.0458,119.995,0.399,'Banju'Caramello - Danny Jay Remix
Falling - Radio Edit,'DJ Combo',2020,0.00351,0.474,187.524,0.66,0,5.400000000000001e-05,8,0.1,-8.562999999999999,0,0,0.0686,128.07,0.17,'DJ Combo'Falling - Radio Edit
Bliss,'Zesawa,2020,0.0319,0.753,171.074,0.845,0,0.478,6,0.409,-4.7780000000000005,0,0,0.0531,128.059,0.214,'ZesawaBliss
Dreams (Will Come Alive) - Radio Edit,'Naxwell',2020,0.0112,0.5820000000000001,140.249,0.912,0,0.087,10,0.9,-4.771,1,0,0.0639,128.039,0.23,'Naxwell'Dreams (Will Come Alive) - Radio Edit
Cake By The Ocean,'DNCE',2020,0.0367,0.754,234.92,0.698,1,0.0,9,0.125,-5.806,0,11,0.0619,120.052,0.888,'DNCE'Cake By The Ocean
Can't Stop Me - Radio Edit,'Alpha Squad',2020,0.0183,0.757,176.645,0.81,0,0.0763,1,0.289,-4.65,1,0,0.0887,125.041,0.5589999999999999,'Alpha Squad'Can't Stop Me - Radio Edit
frontLine,'idoLies',2020,0.00477,0.902,277.178,0.388,0,0.217,2,0.0381,-17.547,1,0,0.113,127.969,0.6459999999999999,'idoLies'frontLine
Marshmello and Hot Chocolate,'PricelessGnome',2020,0.0007769999999999999,0.635,231.825,0.325,0,0.965,0,0.198,-12.271,0,0,0.0392,141.95600000000005,0.224,'PricelessGnome'Marshmello and Hot Chocolate
New Love,'Roger Fly',2020,0.27,0.871,202.04,0.528,0,0.615,10,0.0925,-9.193,0,0,0.0586,104.062,0.835,'Roger Fly'New Love
Talking To Myself,'Ulysse Riverside',2020,0.00234,0.741,309.677,0.642,0,0.204,6,0.0504,-9.472,1,0,0.0697,124.005,0.966,'Ulysse Riverside'Talking To Myself
Conversation After Hours,'Roger Fly',2020,0.0174,0.7879999999999999,227.909,0.47,0,0.723,11,0.183,-13.565,1,0,0.0448,109.971,0.722,'Roger Fly'Conversation After Hours
Free,'Skili',2020,0.0167,0.6709999999999999,189.497,0.644,0,0.0261,3,0.484,-7.222,1,0,0.0732,127.89,0.659,'Skili'Free
Miss You,'Alex Spite',2020,0.0842,0.748,330.063,0.6809999999999999,0,0.468,9,0.147,-7.761,0,0,0.0816,120.01,0.469,'Alex Spite'Miss You
Talking To Myself,'Ulysse Riverside',2020,0.00234,0.741,309.677,0.642,0,0.204,6,0.0504,-9.472,1,0,0.0697,124.005,0.966,'Ulysse Riverside'Talking To Myself
Conversation After Hours,'Roger Fly',2020,0.0174,0.7879999999999999,227.909,0.47,0,0.723,11,0.183,-13.565,1,0,0.0448,109.971,0.722,'Roger Fly'Conversation After Hours
T Shirt (Interlude),'BigBankCarti',2020,0.188,0.877,122.723,0.407,1,0.0,8,0.13,-13.04,1,0,0.642,94.045,0.443,'BigBankCarti'T Shirt (Interlude)
At Midnight,'Roger Fly',2020,0.515,0.848,206.158,0.525,0,0.513,7,0.0926,-10.868,0,0,0.038,107.723,0.703,'Roger Fly'At Midnight
Celebrating,'Roger Fly',2020,0.92,0.7440000000000001,202.667,0.382,0,0.8909999999999999,7,0.11,-15.863,0,0,0.0304,109.513,0.597,'Roger Fly'Celebrating
Big Serpent,'BigBankCarti',2020,0.197,0.778,112.608,0.282,1,0.000808,1,0.106,-18.253,0,0,0.147,145.0,0.451,'BigBankCarti'Big Serpent
Vent,'BigBankCarti',2020,0.00257,0.8290000000000001,166.949,0.562,1,0.0,1,0.157,-8.732999999999999,1,0,0.425,145.02200000000005,0.155,'BigBankCarti'Vent
Just Be Alone,'Andy Kern',2020,0.125,0.5920000000000001,248.007,0.872,0,0.51,1,0.11,-8.414,0,0,0.045,120.014,0.308,'Andy Kern'Just Be Alone
Noche Junto al Mar,'Denis Pimenov',2020,0.008029999999999999,0.63,232.098,0.695,0,0.8190000000000001,0,0.108,-9.882,1,0,0.0342,120.02,0.696,'Denis Pimenov'Noche Junto al Mar
Body Shake,'Turbotronic',2020,0.0132,0.773,180.0,0.963,0,0.0231,0,0.959,-0.7490000000000001,1,0,0.114,128.007,0.378,'Turbotronic'Body Shake
Gawi Bawi Bo - Radio Edit,'Turbotronic',2020,0.00293,0.71,170.769,0.978,0,0.145,4,0.388,-1.904,0,0,0.0622,130.036,0.66,'Turbotronic'Gawi Bawi Bo - Radio Edit
(BONUS) Cold Summers [feat. QuickBandz & YPC Kool],'BigBankCarti',2020,0.0749,0.505,130.351,0.429,1,0.0,10,0.157,-11.324000000000002,1,0,0.22,132.445,0.085,'BigBankCarti'(BONUS) Cold Summers [feat. QuickBandz & YPC Kool]
Go Up,'Turbotronic',2020,0.0128,0.754,176.25,0.961,0,0.0928,0,0.124,-1.0659999999999998,1,0,0.0438,127.997,0.87,'Turbotronic'Go Up
No Naps,'BigBankCarti',2020,0.0852,0.6729999999999999,123.481,0.476,1,0.0,9,0.13,-11.88,0,0,0.294,140.102,0.95,'BigBankCarti'No Naps
Issue,'BigBankCarti',2020,0.0789,0.825,211.226,0.53,1,0.0,5,0.0857,-7.314,0,0,0.453,136.987,0.377,'BigBankCarti'Issue
Ocean Breeze - Radio Edit,'DJ Combo',2020,0.00201,0.8079999999999999,159.375,0.835,0,0.00405,9,0.0908,-3.834,1,0,0.0594,127.975,0.379,'DJ Combo'Ocean Breeze - Radio Edit
Joy & Fun,'Roger Fly',2020,0.192,0.838,227.909,0.456,0,0.8009999999999999,5,0.0866,-13.687,0,0,0.0362,109.998,0.767,'Roger Fly'Joy & Fun
The Middle,'Encure',2020,0.0427,0.755,188.396,0.807,0,0.0,0,0.0607,-4.2010000000000005,1,0,0.0351,105.003,0.802,'Encure'The Middle
Weekend,'Roger Fly',2020,0.315,0.8370000000000001,200.258,0.556,0,0.725,10,0.235,-8.807,0,0,0.0427,104.923,0.762,'Roger Fly'Weekend
Get Down,'LENN',2020,0.00677,0.7909999999999999,131.424,0.7979999999999999,0,0.21,4,0.317,-8.076,0,0,0.117,126.078,0.183,'LENN'Get Down
Sea,'AFFly',2020,0.133,0.653,308.0,0.29600000000000004,0,0.342,1,0.682,-18.298,0,0,0.0397,119.988,0.17600000000000002,'AFFly'Sea
Smooth Funky Moods,'Roger Fly',2020,0.0348,0.797,227.909,0.403,0,0.809,11,0.0795,-16.662,0,0,0.0443,109.989,0.557,'Roger Fly'Smooth Funky Moods
Relaxing Coffee Time,'Roger Fly',2020,0.0055,0.7440000000000001,227.909,0.454,0,0.767,11,0.14800000000000002,-13.564,0,0,0.0357,110.038,0.627,'Roger Fly'Relaxing Coffee Time
Palm Angels Freestyle,'BigBankCarti',2020,0.139,0.858,119.589,0.455,1,0.0,8,0.101,-9.557,1,0,0.385,96.605,0.504,'BigBankCarti'Palm Angels Freestyle
Best Moments,'Roger Fly',2020,0.165,0.753,213.629,0.597,0,0.002,5,0.14400000000000002,-9.924,0,0,0.0272,98.358,0.821,'Roger Fly'Best Moments
Take On The World,'Jordan Dae',2020,0.0811,0.6459999999999999,169.539,0.7959999999999999,0,0.0,7,0.125,-4.644,0,0,0.0781,126.008,0.619,'Jordan Dae'Take On The World
Yes No Yes,'R!GO',2020,0.12,0.799,138.387,0.973,0,0.0273,9,0.295,-3.819,0,1,0.0568,124.002,0.916,'R!GO'Yes No Yes
Wild Side,'MaxRiven',2020,0.107,0.877,170.323,0.902,0,0.8240000000000001,6,0.115,-7.306,1,0,0.105,124.013,0.368,'MaxRiven'Wild Side
The Moment,'Rene Rodrigezz',2020,0.0591,0.733,147.097,0.8170000000000001,0,2.71e-06,6,0.0653,-4.622,1,0,0.0351,123.963,0.406,'Rene Rodrigezz'The Moment
Our Way - Niels Van Gogh Remix Edit,'Two4One',2020,0.0353,0.7040000000000001,140.625,0.774,0,0.00117,0,0.0839,-3.428,0,0,0.293,128.035,0.5710000000000001,'Two4One'Our Way - Niels Van Gogh Remix Edit
So Toast!,'Roger Fly',2020,0.0202,0.6920000000000001,203.634,0.669,0,0.812,10,0.107,-9.246,0,0,0.0306,103.026,0.884,'Roger Fly'So Toast!
Come On - Radio Edit,'Turbotronic',2020,0.0107,0.871,186.462,0.8290000000000001,0,0.00016299999999999998,6,0.238,-1.847,0,0,0.102,130.015,0.484,'Turbotronic'Come On - Radio Edit
Legacy,'BigBankCarti',2020,0.0775,0.726,111.696,0.476,1,0.0,7,0.0913,-11.224,1,0,0.384,128.941,0.542,'BigBankCarti'Legacy
Forever In Paradise,'Febration',2020,0.0051600000000000005,0.665,183.307,0.926,0,0.00428,1,0.124,-4.5710000000000015,1,0,0.0651,126.914,0.128,'Febration'Forever In Paradise
Saturday,'Roger Fly',2020,0.285,0.8170000000000001,205.438,0.511,0,0.901,8,0.0945,-9.525,1,0,0.0477,102.231,0.8640000000000001,'Roger Fly'Saturday
Snot Thot,'BigBankCarti',2020,0.0223,0.7959999999999999,148.512,0.662,1,0.0,11,0.399,-6.7929999999999975,1,0,0.293,96.955,0.462,'BigBankCarti'Snot Thot
Periscope,'Denis Pimenov',2020,0.0135,0.77,211.069,0.6829999999999999,0,0.866,5,0.102,-6.0070000000000014,0,1,0.0488,120.02,0.0971,'Denis Pimenov'Periscope
Signals - Radio Edit,'Elyamont',2020,0.0156,0.708,191.341,0.8490000000000001,0,0.0,0,0.146,-2.579,1,0,0.0457,123.052,0.452,'Elyamont'Signals - Radio Edit
Only Tonight - Radio Edit,'Stephan F',2020,0.0484,0.693,177.148,0.826,0,1.15e-05,1,0.231,-2.669,1,0,0.0762,126.049,0.361,'Stephan F'Only Tonight - Radio Edit
LayUp,'BigBankCarti',2020,0.141,0.544,215.014,0.407,1,0.0,4,0.253,-12.745,0,0,0.233,129.75,0.49,'BigBankCarti'LayUp
The One,'DJ Combo',2020,0.00917,0.792,147.615,0.866,0,5.99e-05,6,0.17800000000000002,-5.089,0,0,0.0356,125.972,0.18600000000000005,'DJ Combo'The One
Together,'Roger Fly',2020,0.8059999999999999,0.6709999999999999,218.147,0.589,0,0.92,4,0.113,-12.393,0,0,0.0282,108.058,0.7140000000000001,'Roger Fly'Together
Improvisations,'Roger Fly',2020,0.239,0.677,197.71,0.46,0,0.8909999999999999,7,0.215,-12.237,1,0,0.0258,112.208,0.747,'Roger Fly'Improvisations
I Know What You're Thinking,"""Boyce's Road""",2020,0.000558,0.541,181.52,0.6579999999999999,0,6.21e-05,2,0.423,-7.682,1,0,0.0384,142.082,0.809,"""Boyce's Road""I Know What You're Thinking"
Linda,"""Boyce's Road""",2020,0.318,0.556,171.107,0.564,0,0.0,2,0.0792,-6.863,1,0,0.0289,130.12,0.532,"""Boyce's Road""Linda"
I See Stars,"""Boyce's Road""",2020,0.171,0.664,227.493,0.833,0,0.0015,4,0.116,-5.1720000000000015,1,0,0.0321,129.99,0.895,"""Boyce's Road""I See Stars"
Bitch,"""Boyce's Road""",2020,0.209,0.547,169.4,0.759,1,0.0,4,0.0873,-6.84,1,0,0.0321,144.035,0.772,"""Boyce's Road""Bitch"
Silver Space Shoes (Acoustic Version),"""Boyce's Road""",2020,0.526,0.648,261.613,0.6890000000000001,0,2.71e-05,9,0.117,-6.06,1,0,0.0257,115.353,0.28300000000000003,"""Boyce's Road""Silver Space Shoes (Acoustic Version)"
Hit the Ground,"""Boyce's Road""",2020,0.13699999999999998,0.5529999999999999,255.667,0.541,0,0.0716,9,0.194,-6.2879999999999985,0,0,0.0393,139.14600000000002,0.691,"""Boyce's Road""Hit the Ground"
'til Death Do Us Part,"""Boyce's Road""",2020,0.0926,0.647,203.587,0.57,0,4.74e-06,4,0.139,-7.622000000000001,1,0,0.0315,119.785,0.735,"""Boyce's Road""'til Death Do Us Part"
My Girlfriend,"""Boyce's Road""",2020,0.0135,0.667,167.467,0.506,0,0.0,0,0.16699999999999998,-6.0070000000000014,1,0,0.0273,105.078,0.8170000000000001,"""Boyce's Road""My Girlfriend"
Blow Up!,"""Boyce's Road""",2020,0.037000000000000005,0.465,185.0,0.9,0,0.007659999999999998,7,0.451,-6.5920000000000005,1,0,0.045,134.532,0.89,"""Boyce's Road""Blow Up!"
Wakin' Up,"""Boyce's Road""",2020,0.377,0.546,337.267,0.344,0,0.0259,4,0.105,-13.942,0,0,0.0317,127.8,0.0641,"""Boyce's Road""Wakin' Up"
Crackers at Tea Parties,"""Boyce's Road""",2020,0.00374,0.188,185.027,0.375,0,0.0,0,0.242,-5.329,1,0,0.0341,78.74,0.5920000000000001,"""Boyce's Road""Crackers at Tea Parties"
Lights Out,"""Boyce's Road""",2020,0.0109,0.611,206.867,0.603,0,2.17e-06,0,0.332,-7.468,1,0,0.0269,125.886,0.466,"""Boyce's Road""Lights Out"
Everyone,"""Boyce's Road""",2020,0.0235,0.334,231.093,0.484,0,0.0013,0,0.127,-5.468,1,0,0.0329,173.648,0.484,"""Boyce's Road""Everyone"
Silver Space Shoes,"""Boyce's Road""",2020,0.207,0.5670000000000001,231.947,0.8059999999999999,0,2.79e-06,9,0.0685,-4.331,1,0,0.0343,132.041,0.384,"""Boyce's Road""Silver Space Shoes"
Goodbye Goodnight,"""Boyce's Road""",2020,0.0125,0.755,166.053,0.428,0,0.0,11,0.12,-7.978,1,0,0.0328,123.845,0.458,"""Boyce's Road""Goodbye Goodnight"
Rollercoaster Ride,"""Boyce's Road""",2020,0.0005679999999999999,0.433,233.093,0.747,0,0.0176,9,0.113,-5.112,1,0,0.0337,139.81,0.3670000000000001,"""Boyce's Road""Rollercoaster Ride"
Reggie Dwight,"""Boyce's Road""",2020,0.00677,0.485,221.44,0.665,0,0.0338,0,0.0704,-7.315,1,0,0.0369,173.188,0.775,"""Boyce's Road""Reggie Dwight"
What an Afternoon,"""Boyce's Road""",2020,0.315,0.574,269.013,0.382,0,0.00213,4,0.11,-13.029000000000002,0,0,0.0349,80.921,0.149,"""Boyce's Road""What an Afternoon"
You're a Star,"""Boyce's Road""",2020,0.0146,0.499,220.76,0.782,0,0.000339,2,0.0868,-7.3439999999999985,1,0,0.0404,140.029,0.517,"""Boyce's Road""You're a Star"
Lemon Shaker (Sunnyday Version),"""Boyce's Road""",2020,0.45,0.394,346.8,0.484,0,0.000863,9,0.177,-9.745,1,0,0.0247,74.351,0.359,"""Boyce's Road""Lemon Shaker (Sunnyday Version)"
The Weekend,'CDM Project',2020,0.00468,0.69,191.0,0.877,0,0.0151,11,0.451,-6.482,0,0,0.0463,127.013,0.931,'CDM Project'The Weekend
Down So Low,'Marko Militano',2020,0.0005610000000000001,0.838,370.56,0.541,0,0.851,11,0.047,-8.259,1,0,0.168,124.996,0.764,'Marko Militano'Down So Low
Grind with Me,'Tough Rhymes',2020,0.015,0.7290000000000001,236.0,0.514,0,0.0,1,0.103,-6.1679999999999975,1,0,0.0377,136.433,0.198,'Tough Rhymes'Grind with Me
Pon De Replay,'Sassydee',2020,0.0075299999999999985,0.794,216.0,0.698,0,8.420000000000001e-05,4,0.107,-8.834,0,0,0.16,99.007,0.7759999999999999,'Sassydee'Pon De Replay
Bad Day,'Countdown Singers',2020,0.324,0.619,233.0,0.698,0,5.94e-05,3,0.17800000000000002,-4.9689999999999985,1,0,0.0265,140.009,0.439,'Countdown Singers'Bad Day
I Predict a Riot,'The Camden Towners',2020,0.0107,0.528,233.0,0.945,0,2.84e-06,0,0.332,-6.091,0,0,0.0436,158.985,0.6920000000000001,'The Camden Towners'I Predict a Riot
La Camisa Negra,'Miami Beatz',2020,0.00594,0.868,215.001,0.493,0,0.0,6,0.0567,-7.496,1,0,0.0359,97.027,0.885,'Miami Beatz'La Camisa Negra
Like Toy Soldiers,'Tough Rhymes',2020,0.00725,0.745,291.0,0.5529999999999999,0,0.0,6,0.0658,-8.682,0,0,0.262,163.58700000000005,0.373,'Tough Rhymes'Like Toy Soldiers
Mr. Brightside,'Stereo Avenue',2020,0.000331,0.448,223.0,0.7020000000000001,0,0.0,1,0.123,-6.9979999999999976,1,0,0.029,147.95,0.349,'Stereo Avenue'Mr. Brightside
Feel Good Inc.,'The Camden Towners',2020,0.0827,0.7929999999999999,222.0,0.7759999999999999,0,1.29e-05,3,0.57,-3.842,0,0,0.0477,138.55100000000002,0.87,'The Camden Towners'Feel Good Inc.
Run It!,'Platinum Deluxe',2020,0.107,0.855,233.0,0.531,0,0.0,6,0.309,-8.127,0,0,0.158,100.957,0.6609999999999999,'Platinum Deluxe'Run It!
Lonely,'Platinum Deluxe',2020,0.163,0.632,237.0,0.532,0,7.71e-06,11,0.114,-7.86,1,0,0.0249,90.064,0.614,'Platinum Deluxe'Lonely
I Said,'Fred Everything',2020,4.85e-05,0.835,401.884,0.768,0,0.443,5,0.0535,-8.506,0,0,0.0673,124.995,0.36,'Fred Everything'I Said
Love Generation,'Sonic Riviera',2020,0.123,0.8340000000000001,176.0,0.767,0,2.7600000000000014e-05,1,0.0427,-6.39,1,0,0.0557,127.992,0.746,'Sonic Riviera'Love Generation
Don't Phunk with My Heart,'CDM Project',2020,0.0216,0.7609999999999999,241.0,0.877,0,0.0004,5,0.737,-5.216,0,0,0.0652,130.85299999999998,0.731,'CDM Project'Don't Phunk with My Heart
Drop It on Me,'Boricua Boys',2020,0.0645,0.805,237.0,0.888,0,0.0,5,0.35100000000000003,-3.187,0,0,0.128,99.993,0.721,'Boricua Boys'Drop It on Me
We Be Burnin' (Recognize It),'Jahtones',2020,0.0822,0.868,213.0,0.631,0,0.0,1,0.0661,-7.4460000000000015,1,0,0.0663,116.991,0.914,'Jahtones'We Be Burnin' (Recognize It)
My Humps,'Platinum Deluxe',2020,0.134,0.964,251.0,0.711,0,2.54e-05,11,0.226,-5.603,0,0,0.14400000000000002,124.035,0.698,'Platinum Deluxe'My Humps
Back Together,'Fred Everything',2020,0.00264,0.7959999999999999,506.0,0.5870000000000001,0,0.884,4,0.107,-9.603,0,0,0.0478,122.0,0.228,'Fred Everything'Back Together
Boulevard of Broken Dreams,'Wild Tales',2020,0.006690000000000001,0.519,259.0,0.555,0,2.45e-06,5,0.0914,-6.169,0,0,0.0271,83.553,0.379,'Wild Tales'Boulevard of Broken Dreams
Because of You,'Sassydee',2020,0.534,0.528,221.0,0.662,0,0.0,5,0.136,-3.556,0,0,0.0368,140.1,0.231,'Sassydee'Because of You
Wake Me up When September Ends,'Wild Tales',2020,0.0129,0.585,285.0,0.794,0,0.0,7,0.359,-5.158,1,0,0.0288,105.027,0.17,'Wild Tales'Wake Me up When September Ends
N2Deep,'Lovebirds',2020,0.000535,0.789,401.124,0.6609999999999999,0,0.917,1,0.0119,-6.29,1,0,0.0621,126.004,0.556,'Lovebirds'N2Deep
Galvanize,'CDM Project',2020,0.107,0.884,268.0,0.611,0,0.0257,0,0.327,-6.263,1,0,0.102,103.964,0.5670000000000001,'CDM Project'Galvanize
Lift Me Up,'Quantum Feeling',2020,0.000371,0.575,186.0,0.941,0,0.00443,7,0.105,-5.442,1,0,0.0412,120.993,0.449,'Quantum Feeling'Lift Me Up
Signs,'Platinum Deluxe',2020,0.124,0.904,234.0,0.7879999999999999,0,0.000177,9,0.36,-6.769,0,0,0.177,112.99,0.894,'Platinum Deluxe'Signs
Feeling Good,'Countdown Singers',2020,0.233,0.422,234.0,0.425,0,3.03e-05,3,0.14,-8.907,0,0,0.0401,115.493,0.281,'Countdown Singers'Feeling Good
Hollaback Girl,'Sassydee',2020,0.455,0.901,200.0,0.795,0,2.62e-06,1,0.0203,-3.789,1,0,0.0429,110.021,0.747,'Sassydee'Hollaback Girl
Stickwitu,'Regina Avenue',2020,0.568,0.68,210.0,0.556,0,0.0,9,0.0678,-5.949,1,0,0.045,79.984,0.5,'Regina Avenue'Stickwitu
Werd nicht alt,'Rauschangriff',2020,1.71e-06,0.391,169.784,0.8909999999999999,0,0.856,9,0.0755,-5.471,1,0,0.0541,97.084,0.629,'Rauschangriff'Werd nicht alt
München,'Rauschangriff',2020,0.0008320000000000001,0.385,112.893,0.966,0,0.8640000000000001,7,0.535,-3.245,1,0,0.278,172.222,0.607,'Rauschangriff'München
Alkohol tötet langsam,'Rauschangriff',2020,1.1e-06,0.414,150.744,0.8490000000000001,0,0.7979999999999999,2,0.102,-5.119,0,0,0.0462,124.946,0.593,'Rauschangriff'Alkohol tötet langsam
"Emellanåt, stundom",'Lina Järnegard',2020,0.965,0.165,421.613,0.189,0,0.848,7,0.14800000000000002,-18.713,1,0,0.0506,78.187,0.0326,"'Lina Järnegard'Emellanåt, stundom"
"The Accidental Triumphs of Pulcinella, Prince of Everything: III. Serenata",'Johan Ullén',2020,0.972,0.187,352.813,0.0173,0,0.485,5,0.0947,-24.782,0,0,0.0454,80.28699999999998,0.0389,"'Johan Ullén'The Accidental Triumphs of Pulcinella, Prince of Everything: III. Serenata"
Diptychon,'Per Mårtensson',2020,0.815,0.263,519.827,0.066,0,0.00562,0,0.14300000000000002,-29.608,1,0,0.0438,75.71,0.0674,'Per Mårtensson'Diptychon
Light Winter Light,'Anders Hultqvist',2020,0.843,0.236,662.973,0.294,0,0.583,4,0.375,-16.142,0,0,0.0425,84.677,0.0439,'Anders Hultqvist'Light Winter Light
Isär,'Madeleine Isaksson',2020,0.917,0.14800000000000002,696.653,0.061,0,0.179,0,0.322,-27.632,0,0,0.0463,84.932,0.0347,'Madeleine Isaksson'Isär
"The Accidental Triumphs of Pulcinella, Prince of Everything: IV. Toccata",'Johan Ullén',2020,0.972,0.267,425.427,0.121,0,0.402,11,0.0641,-19.099,1,0,0.0377,94.718,0.0344,"'Johan Ullén'The Accidental Triumphs of Pulcinella, Prince of Everything: IV. Toccata"
Reflections on the Self,'Johannes Jansson',2020,0.979,0.136,783.773,0.0844,0,0.596,0,0.0891,-21.736,1,0,0.0434,87.931,0.0322,'Johannes Jansson'Reflections on the Self
La Princesse de Babylone,'André Chini',2020,0.8640000000000001,0.309,766.267,0.107,0,0.5579999999999999,9,0.0504,-24.093000000000004,1,0,0.0514,131.833,0.0766,'André Chini'La Princesse de Babylone
Konsert för flöjt och ensemble,'Fredrik Hedelin',2020,0.989,0.243,736.773,0.0563,0,0.508,4,0.202,-21.552,1,0,0.042,85.61200000000002,0.0376,'Fredrik Hedelin'Konsert för flöjt och ensemble
"The Accidental Triumphs of Pulcinella, Prince of Everything: II. Scherzino Cadenza - Presto",'Johan Ullén',2020,0.948,0.384,82.147,0.0298,0,0.949,2,0.115,-25.87,0,0,0.0443,110.069,0.0768,"'Johan Ullén'The Accidental Triumphs of Pulcinella, Prince of Everything: II. Scherzino Cadenza - Presto"
"Madrigali, hommage á Barbara Strozzi",'Andrea Tarrodi',2020,0.981,0.139,744.933,0.0375,0,0.856,10,0.108,-29.325,1,0,0.043,68.97399999999999,0.0339,"'Andrea Tarrodi'Madrigali, hommage á Barbara Strozzi"
Fantasia per sei strumenti,'Anders Eliasson',2020,0.968,0.315,645.533,0.18600000000000005,0,0.8029999999999999,9,0.146,-18.157,0,0,0.0368,127.359,0.0367,'Anders Eliasson'Fantasia per sei strumenti
The Secrets of Eros,'B. Tommy Andersson',2020,0.977,0.158,701.813,0.0941,0,0.711,5,0.105,-20.571,1,0,0.0407,79.49,0.0292,'B. Tommy Andersson'The Secrets of Eros
House of False Things,'Marcus Fjellström',2020,0.802,0.297,765.787,0.34,0,0.8190000000000001,0,0.0834,-19.015,0,0,0.0626,120.001,0.129,'Marcus Fjellström'House of False Things
"The Accidental Triumphs of Pulcinella, Prince of Everything: I. Sinfonia",'Johan Ullén',2020,0.981,0.35700000000000004,476.653,0.269,0,0.883,4,0.208,-19.259,0,0,0.0488,93.03,0.0847,"'Johan Ullén'The Accidental Triumphs of Pulcinella, Prince of Everything: I. Sinfonia"
Fluorescences naturelles,'Joakim Sandgren',2020,0.00114,0.249,787.111,0.6459999999999999,0,0.376,1,0.362,-15.961,1,0,0.181,97.966,0.0823,'Joakim Sandgren'Fluorescences naturelles
Silent Plan,'Kim Hedås',2020,0.949,0.197,954.867,0.0935,0,0.6940000000000001,11,0.09,-24.846,0,0,0.0469,49.919,0.0369,'Kim Hedås'Silent Plan
Rebellion in Greenery,'Britta Byström',2020,0.97,0.295,541.88,0.102,0,0.795,9,0.221,-19.748,0,0,0.0465,84.206,0.0457,'Britta Byström'Rebellion in Greenery
Run This Town,'Platinum Deluxe',2020,0.242,0.667,274.0,0.778,0,0.0,5,0.158,-7.4220000000000015,0,0,0.278,84.82600000000002,0.5329999999999999,'Platinum Deluxe'Run This Town
Not Fair,'Sassydee',2020,0.00983,0.7070000000000001,201.0,0.7190000000000001,0,0.0888,5,0.579,-10.35,1,0,0.0427,121.503,0.93,'Sassydee'Not Fair
The Source - Mudd's Slow Rave Mix,'Tiago',2020,0.0961,0.6859999999999999,421.689,0.8220000000000001,0,0.855,10,0.0823,-11.694,0,2,0.0461,102.982,0.8009999999999999,'Tiago'The Source - Mudd's Slow Rave Mix
Falling Petals,'Aviation Weather',2020,0.608,0.5539999999999999,174.0,0.5489999999999999,0,0.968,9,0.13699999999999998,-13.205,0,0,0.0286,131.984,0.0777,'Aviation Weather'Falling Petals
She Walks - Pete Herbert Remix,'Apiento',2020,0.00395,0.654,436.492,0.79,0,0.866,7,0.103,-11.368,1,2,0.0456,109.987,0.848,'Apiento'She Walks - Pete Herbert Remix
Doldrums,'Aviation Weather',2020,0.000283,0.0939,336.0,0.5,0,0.941,2,0.158,-9.593,1,0,0.0382,77.883,0.0404,'Aviation Weather'Doldrums
New Day,'Aviation Weather',2020,8.190000000000001e-05,0.662,274.0,0.308,0,0.865,2,0.105,-11.227,1,0,0.0347,100.851,0.116,'Aviation Weather'New Day
Les Portes De La Perception,'Harvey Couture',2020,0.0619,0.637,396.667,0.8420000000000001,0,0.313,6,0.904,-8.225,1,2,0.0412,184.049,0.5589999999999999,'Harvey Couture'Les Portes De La Perception
Numbers Game,'Cole Odin',2020,0.00389,0.78,279.871,0.423,0,0.878,8,0.075,-10.504,1,3,0.14,101.994,0.271,'Cole Odin'Numbers Game
